clave_medicamento,establecimiento_salud,unidad_almacen,corte,nombre_medicamento,unidad_medida,corte_anio,corte_mes,consumo_arv_mensual,numero_pacientes
010.000.7026.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.6162.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6163.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,76.0,76
010.000.4269.01,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,3.0,3
010.000.5282.01,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4271.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.5286.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,0.0,0
010.000.5276.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5325.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5281.01,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,2.0,1
010.000.4277.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,0.0,0
010.000.5273.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.6121.00,Puebla,Hospital General de Tehuacan,2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,0.0,0
010.000.4371.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4272.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,158.0,158
010.000.5862.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5861.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,12.0,12
010.000.6318.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6010.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,6.0,4
010.000.6108.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7026.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,6.0,6
010.000.6162.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6163.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,15.0,15
010.000.4269.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5282.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4271.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.5286.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,0.0,0
010.000.5276.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5325.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,1.0,1
010.000.5281.01,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,0.0,0
010.000.4277.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,0.0,0
010.000.5273.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,1.0,1
010.000.6121.00,Puebla,Hospital General de Zacatlán,2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,0.0,0
010.000.4371.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4272.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,0.0,0
010.000.5862.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5861.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6318.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6010.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6108.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7026.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.6162.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6163.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.4269.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5282.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4271.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.5286.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,0.0,0
010.000.5276.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5325.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5281.01,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,0.0,0
010.000.4277.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,0.0,0
010.000.5273.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.6121.00,Puebla,Almacen  Estatal de Puebla,2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,0.0,0
010.000.4371.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,9.0,9
010.000.4272.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,15.0,15
010.000.4273.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,1.0,1
010.000.6203.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,3381.0,3367
010.000.5862.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,3.0,3
010.000.4289.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,2.0,2
010.000.5861.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,250.0,250
010.000.6318.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,3.0,3
010.000.6010.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,132.0,122
010.000.6108.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,133.0,133
010.000.7026.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,28.0,28
010.000.7106.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,3.0,2
010.000.6320.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,2.0,2
010.000.4370.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,1.0,1
010.000.5640.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,3.0,3
010.000.6162.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,6.0,6
010.000.6163.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,201.0,201
010.000.4269.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,5.0,5
010.000.5282.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,4.0,4
010.000.4268.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,6.0,6
010.000.4271.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,17.0,17
010.000.5286.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,0.0,0
010.000.5276.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,2.0,2
010.000.5325.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,11.0,10
010.000.5281.01,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,17.0,11
010.000.4277.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,16.0,16
010.000.5273.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,2.0,2
010.000.6121.00,Oaxaca,Capasits - Oaxaca,2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,4.0,4
010.000.4371.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4272.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,630.0,630
010.000.5862.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,6.0,6
010.000.5861.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,44.0,44
010.000.6318.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6010.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,18.0,18
010.000.6108.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,3.0,3
010.000.7026.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.6162.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,3.0,3
010.000.6163.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,46.0,46
010.000.4269.01,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,1.0,1
010.000.5282.01,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,2.0,2
010.000.4271.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.5286.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,0.0,0
010.000.5276.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5325.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Oaxaca,Capasits - Salina Cruz,2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
